bet_id,recommended_at,date,gamePk,event_id,matchup,first_pitch,market,player_name,player_id,side,line,book,price,model_projection,fair_prob,fair_american,edge_pred,data_quality,status,units_risked,units_pl,actual_result,settled_at,notes
184,2026-06-10T15:10:26.721830Z,2026-06-10,823287,05b5c7cee311b071b85433bf42dc4612,Cincinnati Reds @ San Diego Padres,2026-06-10T20:10:00Z,pitcher_strikeouts,Brady Singer,663903,under,4.5,draftkings,-140,4.400,0.6336,-173,0.0862,ok,lost,0.5,-0.5000,5,2026-06-11T15:05:55.939883Z,
185,2026-06-10T15:10:26.721830Z,2026-06-10,823372,375d31006805a62964445dd208379b2b,Los Angeles Dodgers @ Pittsburgh Pirates,2026-06-10T22:40:00Z,pitcher_strikeouts,Jared Jones,683003,over,4.5,draftkings,-131,5.240,0.5999,-150,0.0578,stale,lost,0.5,-0.5000,4,2026-06-11T15:05:55.939883Z,
186,2026-06-10T15:10:26.721830Z,2026-06-10,823372,375d31006805a62964445dd208379b2b,Los Angeles Dodgers @ Pittsburgh Pirates,2026-06-10T22:40:00Z,pitcher_strikeouts,Shohei Ohtani,660271,under,6.5,draftkings,105,6.250,0.5096,-104,0.0447,ok,won,0.5,0.5250,6,2026-06-11T15:05:55.939883Z,
187,2026-06-10T15:10:26.721830Z,2026-06-10,824022,325a216ed291897f85ab8c9b49ebd33d,Houston Astros @ Los Angeles Angels,2026-06-11T01:38:00Z,pitcher_strikeouts,Reid Detmers,672282,over,6.5,draftkings,104,7.460,0.5229,-110,0.0667,ok,won,0.5,0.5200,9,2026-06-11T15:05:55.939883Z,
188,2026-06-10T15:10:26.721830Z,2026-06-10,824022,325a216ed291897f85ab8c9b49ebd33d,Houston Astros @ Los Angeles Angels,2026-06-11T01:38:00Z,pitcher_strikeouts,Peter Lambert,663567,under,4.5,betmgm,100,4.360,0.5242,-110,0.0484,ok,lost,0.5,-0.5000,6,2026-06-11T15:05:55.939883Z,
189,2026-06-10T15:10:26.721830Z,2026-06-10,824103,c00c26980a4f67d0037ac7fd8a3dd15b,Texas Rangers @ Kansas City Royals,2026-06-10T23:40:00Z,pitcher_strikeouts,Seth Lugo,607625,under,4.5,draftkings,-105,3.870,0.5620,-128,0.0973,ok,won,0.5,0.4762,2,2026-06-11T15:05:55.939883Z,
190,2026-06-10T15:10:26.721830Z,2026-06-10,824348,cd7e74e983be115f2ccb417ccb4f845d,Chicago Cubs @ Colorado Rockies,2026-06-11T00:40:00Z,pitcher_strikeouts,Michael Lorenzen,547179,over,3.5,betmgm,-105,4.360,0.5600,-127,0.0933,ok,won,0.5,0.4762,7,2026-06-11T15:05:55.939883Z,
191,2026-06-10T15:10:26.721830Z,2026-06-10,824348,cd7e74e983be115f2ccb417ccb4f845d,Chicago Cubs @ Colorado Rockies,2026-06-11T00:40:00Z,pitcher_strikeouts,Shota Imanaga,684007,under,5.5,draftkings,-143,4.190,0.6329,-172,0.0754,ok,lost,0.5,-0.5000,7,2026-06-11T15:05:55.939883Z,
192,2026-06-10T15:10:26.721830Z,2026-06-10,824428,4c66d2e13ce50dd60d19e8cff8bbd7c8,New York Yankees @ Cleveland Guardians,2026-06-10T17:10:00Z,pitcher_strikeouts,Parker Messick,800048,under,5.5,draftkings,-116,4.390,0.5971,-148,0.1119,ok,won,0.5,0.4310,4,2026-06-11T15:05:55.939883Z,
193,2026-06-10T15:10:26.721830Z,2026-06-10,824428,4c66d2e13ce50dd60d19e8cff8bbd7c8,New York Yankees @ Cleveland Guardians,2026-06-10T17:10:00Z,batter_walks,David Fry,681807,over,0.5,draftkings,130,0.875,0.4630,116,0.0649,ok,won,0.5,0.6500,1,2026-06-11T15:05:55.939883Z,
194,2026-06-10T15:10:26.721830Z,2026-06-10,824590,07281b73eef3ffc23544bbe5a9393d44,Atlanta Braves @ Chicago White Sox,2026-06-10T23:40:00Z,pitcher_strikeouts,Chris Sale,519242,under,7.5,draftkings,-117,6.340,0.6130,-158,0.1369,ok,won,0.5,0.4274,6,2026-06-11T15:05:55.939883Z,
195,2026-06-10T15:10:26.721830Z,2026-06-10,824831,c679aca8a08df633e4d70c359217ffe5,Seattle Mariners @ Baltimore Orioles,2026-06-10T22:35:00Z,pitcher_strikeouts,Brandon Young,687064,under,4.5,betmgm,-105,4.160,0.5620,-128,0.0973,ok,lost,0.5,-0.5000,5,2026-06-11T15:05:55.939883Z,
196,2026-06-10T15:10:26.721830Z,2026-06-10,824831,c679aca8a08df633e4d70c359217ffe5,Seattle Mariners @ Baltimore Orioles,2026-06-10T22:35:00Z,pitcher_strikeouts,George Kirby,669923,under,5.5,draftkings,-146,4.620,0.6515,-187,0.0978,ok,lost,0.5,-0.5000,10,2026-06-11T15:05:55.939883Z,
197,2026-06-10T15:10:26.721830Z,2026-06-10,824996,715a197e2d41a434a760c22ec0a823c5,Milwaukee Brewers @ Athletics,2026-06-11T01:05:00Z,pitcher_strikeouts,Jack Perkins,678022,over,4.5,draftkings,100,5.150,0.5319,-114,0.0639,ok,lost,0.5,-0.5000,4,2026-06-11T15:05:55.939883Z,
198,2026-06-11T15:06:19.708835Z,2026-06-11,823371,26337efce0c9013343238d70cee99f18,Los Angeles Dodgers @ Pittsburgh Pirates,2026-06-11T22:40:00Z,pitcher_strikeouts,Mitch Keller,656605,under,4.5,draftkings,-144,3.700,0.6391,-177,0.0829,ok,won,0.5,0.3472,3,2026-06-12T15:05:01.511838Z,
199,2026-06-11T15:06:19.708835Z,2026-06-11,823371,26337efce0c9013343238d70cee99f18,Los Angeles Dodgers @ Pittsburgh Pirates,2026-06-11T22:40:00Z,pitcher_strikeouts,Justin Wrobleski,680736,over,4.5,betmgm,-125,4.990,0.5769,-136,0.0384,ok,lost,0.5,-0.5000,1,2026-06-12T15:05:01.511838Z,
200,2026-06-11T15:06:19.708835Z,2026-06-11,823619,b954a694ef58ec4b5f1142bcef652628,St. Louis Cardinals @ New York Mets,2026-06-11T17:10:00Z,pitcher_strikeouts,Christian Scott,681035,under,5.5,draftkings,-150,4.800,0.6256,-167,0.0427,ok,lost,0.5,-0.5000,6,2026-06-12T15:05:01.511838Z,
201,2026-06-11T15:06:19.708835Z,2026-06-11,823619,b954a694ef58ec4b5f1142bcef652628,St. Louis Cardinals @ New York Mets,2026-06-11T17:10:00Z,pitcher_strikeouts,Hunter Dobbins,690928,over,3.5,draftkings,-107,6.120,0.5388,-117,0.0424,stale,won,0.5,0.4673,5,2026-06-12T15:05:01.511838Z,
202,2026-06-11T15:06:19.708835Z,2026-06-11,823619,b954a694ef58ec4b5f1142bcef652628,St. Louis Cardinals @ New York Mets,2026-06-11T17:10:00Z,pitcher_walks,Hunter Dobbins,690928,under,1.5,draftkings,111,1.510,0.4978,101,0.0503,stale,won,0.5,0.5550,0,2026-06-12T15:05:01.511838Z,
203,2026-06-11T15:06:19.708835Z,2026-06-11,823855,6a361e2e668b6f93df3fd6c75b2f8c8c,Arizona Diamondbacks @ Miami Marlins,2026-06-11T17:10:00Z,pitcher_strikeouts,Merrill Kelly,518876,under,4.5,draftkings,-150,2.360,0.6311,-171,0.0519,ok,won,0.5,0.3333,1,2026-06-12T15:05:01.511838Z,
204,2026-06-11T15:06:19.708835Z,2026-06-11,823855,6a361e2e668b6f93df3fd6c75b2f8c8c,Arizona Diamondbacks @ Miami Marlins,2026-06-11T17:10:00Z,pitcher_walks,Merrill Kelly,518876,under,1.5,draftkings,103,1.130,0.5201,-108,0.0558,ok,lost,0.5,-0.5000,2,2026-06-12T15:05:01.511838Z,
205,2026-06-11T15:06:19.708835Z,2026-06-11,824101,7a9289361be29573a7a9569a8346274c,Texas Rangers @ Kansas City Royals,2026-06-11T18:10:00Z,pitcher_strikeouts,Michael Wacha,608379,under,4.5,draftkings,-113,4.360,0.5731,-134,0.0802,ok,won,0.5,0.4425,2,2026-06-12T15:05:01.511838Z,
206,2026-06-11T15:06:19.708835Z,2026-06-11,824265,103e4247d0f4067efa75745bdf3a2a55,Minnesota Twins @ Detroit Tigers,2026-06-11T17:10:00Z,pitcher_strikeouts,Zebby Matthews,805673,under,4.5,draftkings,113,4.580,0.4978,101,0.0604,ok,won,0.5,0.5650,4,2026-06-12T15:05:01.511838Z,
207,2026-06-11T15:06:19.708835Z,2026-06-11,824346,14f78bdcb2257396aa9a320978303578,Chicago Cubs @ Colorado Rockies,2026-06-11T19:10:00Z,pitcher_strikeouts,Ryan Feltner,663372,under,3.5,betmgm,-110,3.150,0.5681,-132,0.0845,stale,won,0.5,0.4545,3,2026-06-12T15:05:01.511838Z,
208,2026-06-11T15:06:19.708835Z,2026-06-11,824346,14f78bdcb2257396aa9a320978303578,Chicago Cubs @ Colorado Rockies,2026-06-11T19:10:00Z,pitcher_strikeouts,Edward Cabrera,665795,under,4.5,betmgm,-105,4.360,0.5568,-126,0.0872,ok,lost,0.5,-0.5000,5,2026-06-12T15:05:01.511838Z,
209,2026-06-11T15:06:19.708835Z,2026-06-11,824346,14f78bdcb2257396aa9a320978303578,Chicago Cubs @ Colorado Rockies,2026-06-11T19:10:00Z,pitcher_walks,Ryan Feltner,663372,under,1.5,draftkings,128,1.060,0.4706,113,0.0729,stale,lost,0.5,-0.5000,3,2026-06-12T15:05:01.511838Z,
210,2026-06-11T15:06:19.708835Z,2026-06-11,824827,03b661c71806115f4d198f6078d2c785,Seattle Mariners @ Baltimore Orioles,2026-06-11T23:05:00Z,pitcher_strikeouts,Kyle Bradish,680694,under,5.5,draftkings,-111,4.330,0.5499,-122,0.0453,ok,won,0.5,0.4505,5,2026-06-12T15:05:01.511838Z,
211,2026-06-11T15:06:19.708835Z,2026-06-11,824827,03b661c71806115f4d198f6078d2c785,Seattle Mariners @ Baltimore Orioles,2026-06-11T23:05:00Z,pitcher_strikeouts,Bryan Woo,693433,over,6.5,draftkings,120,6.840,0.4816,108,0.0595,ok,lost,0.5,-0.5000,4,2026-06-12T15:05:01.511838Z,
212,2026-06-12T15:11:09.943611Z,2026-06-12,822726,58c428c5386f2b32f686e9edcd8a59c1,Seattle Mariners @ Washington Nationals,2026-06-12T22:45:00Z,pitcher_strikeouts,Bryce Miller,682243,over,4.5,draftkings,-129,6.450,0.5832,-140,0.0353,ok,won,0.5,0.3876,7,2026-06-13T15:04:28.237607Z,
213,2026-06-12T15:11:09.943611Z,2026-06-12,822803,95ee6055d18281317e28c6c18e624606,New York Yankees @ Toronto Blue Jays,2026-06-12T23:37:00Z,pitcher_strikeouts,Ryan Weathers,677960,under,5.5,betmgm,-135,5.280,0.6352,-174,0.1057,ok,won,0.5,0.3704,2,2026-06-13T15:04:28.237607Z,
214,2026-06-12T15:11:09.943611Z,2026-06-12,823211,f22b44b04b70c9956c01233a8b94b5cd,Chicago Cubs @ San Francisco Giants,2026-06-13T02:15:00Z,pitcher_strikeouts,Landen Roupp,694738,under,5.5,betmgm,-140,4.930,0.6046,-153,0.0364,ok,won,0.5,0.3571,5,2026-06-13T15:04:28.237607Z,
215,2026-06-12T15:11:09.943611Z,2026-06-12,823211,f22b44b04b70c9956c01233a8b94b5cd,Chicago Cubs @ San Francisco Giants,2026-06-13T02:15:00Z,pitcher_strikeouts,Javier Assad,665871,over,3.5,betmgm,140,4.910,0.4478,123,0.0746,stale,won,0.5,0.7000,5,2026-06-13T15:04:28.237607Z,
216,2026-06-12T15:11:09.943611Z,2026-06-12,823370,54d2ed057ce3fb965cccd98462801587,Miami Marlins @ Pittsburgh Pirates,2026-06-12T22:40:00Z,pitcher_strikeouts,Sandy Alcantara,645261,under,4.5,draftkings,-124,4.140,0.6065,-154,0.0957,ok,lost,0.5,-0.5000,7,2026-06-13T15:04:28.237607Z,
217,2026-06-12T15:11:09.943611Z,2026-06-12,823778,01293f413b449db8f908c6d51539ea15,Philadelphia Phillies @ Milwaukee Brewers,2026-06-12T23:40:00Z,pitcher_strikeouts,Jacob Misiorowski,694819,under,8.5,betmgm,-115,8.100,0.6085,-155,0.1375,ok,lost,0.5,-0.5000,15,2026-06-13T15:04:28.237607Z,
218,2026-06-12T15:11:09.943611Z,2026-06-12,823778,01293f413b449db8f908c6d51539ea15,Philadelphia Phillies @ Milwaukee Brewers,2026-06-12T23:40:00Z,pitcher_strikeouts,Andrew Painter,691725,under,3.5,betmgm,125,3.450,0.4864,106,0.0945,ok,won,0.5,0.6250,3,2026-06-13T15:04:28.237607Z,
219,2026-06-12T15:11:09.943611Z,2026-06-12,824020,1972be0f278db4fe870972f2d97254c2,Tampa Bay Rays @ Los Angeles Angels,2026-06-13T01:38:00Z,pitcher_strikeouts,Shane McClanahan,663556,under,5.5,betmgm,105,4.510,0.5277,-112,0.0819,ok,lost,0.5,-0.5000,7,2026-06-13T15:04:28.237607Z,
220,2026-06-12T15:11:09.943611Z,2026-06-12,824425,b6419b51fefd5fa369613194085e166f,Detroit Tigers @ Cleveland Guardians,2026-06-12T23:10:00Z,pitcher_strikeouts,Tanner Bibee,676440,under,5.5,draftkings,-157,3.210,0.6335,-173,0.0369,ok,lost,0.5,-0.5000,8,2026-06-13T15:04:28.237607Z,
221,2026-06-12T15:11:09.943611Z,2026-06-12,824425,b6419b51fefd5fa369613194085e166f,Detroit Tigers @ Cleveland Guardians,2026-06-12T23:10:00Z,pitcher_strikeouts,Jack Flaherty,656427,over,4.5,draftkings,-145,6.530,0.6265,-168,0.0586,ok,lost,0.5,-0.5000,1,2026-06-13T15:04:28.237607Z,
222,2026-06-12T15:11:09.943611Z,2026-06-12,824507,858a2c7b380050783a8afc9416d83cd0,Arizona Diamondbacks @ Cincinnati Reds,2026-06-12T23:15:00Z,pitcher_strikeouts,Nick Lodolo,666157,under,4.5,betmgm,100,4.030,0.5209,-109,0.0417,ok,lost,0.5,-0.5000,5,2026-06-13T15:04:28.237607Z,
223,2026-06-12T15:11:09.943611Z,2026-06-12,824507,858a2c7b380050783a8afc9416d83cd0,Arizona Diamondbacks @ Cincinnati Reds,2026-06-12T23:15:00Z,pitcher_strikeouts,Eduardo Rodriguez,593958,under,5.5,draftkings,-149,4.360,0.6217,-164,0.0389,ok,won,0.5,0.3356,3,2026-06-13T15:04:28.237607Z,
224,2026-06-12T15:11:09.943611Z,2026-06-12,824588,93fc5b52fd02b67ae146d8a43e98b1ae,Los Angeles Dodgers @ Chicago White Sox,2026-06-12T23:40:00Z,pitcher_strikeouts,Anthony Kay,641743,over,3.5,betmgm,-115,3.980,0.5681,-132,0.0621,ok,won,0.5,0.4348,7,2026-06-13T15:04:28.237607Z,
225,2026-06-12T15:11:09.943611Z,2026-06-12,824588,93fc5b52fd02b67ae146d8a43e98b1ae,Los Angeles Dodgers @ Chicago White Sox,2026-06-12T23:40:00Z,pitcher_strikeouts,Roki Sasaki,808963,over,5.5,betmgm,115,7.080,0.5089,-104,0.0942,ok,lost,0.5,-0.5000,4,2026-06-13T15:04:28.237607Z,
226,2026-06-12T15:11:09.943611Z,2026-06-12,824997,6cf3e8040acf1a1d7d7e7f5b1c0ce4e8,Colorado Rockies @ Athletics,2026-06-13T02:05:00Z,pitcher_strikeouts,Gage Jump,695611,under,4.5,betmgm,130,3.870,0.4659,115,0.0716,ok,lost,0.5,-0.5000,6,2026-06-13T15:04:28.237607Z,
227,2026-06-13T15:07:55.457558Z,2026-06-13,822725,4abb993b47a532760ffc38de1dabfac4,Seattle Mariners @ Washington Nationals,2026-06-13T20:05:00Z,pitcher_walks,Cade Cavalli,676917,under,1.5,draftkings,102,1.250,0.5221,-109,0.0546,ok,won,0.5,0.5100,0,2026-06-14T16:06:23.551511Z,
228,2026-06-13T15:07:55.457558Z,2026-06-13,822802,a6e9a8c8f97ca039bc3b7b562fe18bab,New York Yankees @ Toronto Blue Jays,2026-06-13T19:07:00Z,pitcher_strikeouts,Kevin Gausman,592332,under,6.5,draftkings,-157,5.870,0.6385,-177,0.0452,ok,lost,0.5,-0.5000,7,2026-06-14T16:06:23.551511Z,
229,2026-06-13T15:07:55.457558Z,2026-06-13,822802,a6e9a8c8f97ca039bc3b7b562fe18bab,New York Yankees @ Toronto Blue Jays,2026-06-13T19:07:00Z,pitcher_walks,Kevin Gausman,592332,under,1.5,draftkings,-101,0.950,0.5298,-113,0.0543,ok,lost,0.5,-0.5000,2,2026-06-14T16:06:23.551511Z,
230,2026-06-13T15:07:55.457558Z,2026-06-13,823213,d259bb716cd52554224d80732ac65232,Chicago Cubs @ San Francisco Giants,2026-06-14T02:05:00Z,pitcher_strikeouts,Ben Brown,676962,over,4.5,draftkings,-121,6.780,0.6046,-153,0.1043,ok,lost,0.5,-0.5000,3,2026-06-14T16:06:23.551511Z,
231,2026-06-13T15:07:55.457558Z,2026-06-13,823369,53d3be31566c2fefadd8c1b39e6dc788,Miami Marlins @ Pittsburgh Pirates,2026-06-13T20:05:00Z,pitcher_strikeouts,Bubba Chandler,696149,over,4.5,draftkings,-109,5.810,0.5882,-143,0.1278,ok,won,0.5,0.4587,6,2026-06-14T16:06:23.551511Z,
232,2026-06-13T15:07:55.457558Z,2026-06-13,823694,247fa6e552058ec5ec90e09c8767b80d,St. Louis Cardinals @ Minnesota Twins,2026-06-13T18:10:00Z,pitcher_strikeouts,Connor Prielipp,687570,over,4.5,betmgm,-125,5.460,0.6311,-171,0.1360,ok,lost,0.5,-0.5000,2,2026-06-14T16:06:23.551511Z,
233,2026-06-13T15:07:55.457558Z,2026-06-13,823694,247fa6e552058ec5ec90e09c8767b80d,St. Louis Cardinals @ Minnesota Twins,2026-06-13T18:10:00Z,pitcher_strikeouts,Matthew Liberatore,669461,over,4.5,betmgm,-105,6.750,0.5519,-123,0.0775,ok,lost,0.5,-0.5000,4,2026-06-14T16:06:23.551511Z,
234,2026-06-13T15:07:55.457558Z,2026-06-13,823776,7519b768b6e0980dc68e40e2b2b49089,Philadelphia Phillies @ Milwaukee Brewers,2026-06-13T23:10:00Z,pitcher_strikeouts,Aaron Nola,605400,under,5.5,betmgm,-160,5.080,0.6385,-177,0.0376,ok,won,0.5,0.3125,3,2026-06-14T16:06:23.551511Z,
235,2026-06-13T15:07:55.457558Z,2026-06-13,824019,020b5bffb5a1d101be8c6d61b9e29572,Tampa Bay Rays @ Los Angeles Angels,2026-06-14T02:07:00Z,pitcher_strikeouts,Griffin Jax,643377,over,5.5,betmgm,110,6.010,0.5347,-115,0.1230,ok,lost,0.5,-0.5000,5,2026-06-14T16:06:23.551511Z,
236,2026-06-13T15:07:55.457558Z,2026-06-13,824100,585fa0b6aa89841fa095b120643c7716,Houston Astros @ Kansas City Royals,2026-06-13T23:10:00Z,pitcher_strikeouts,Mike Burrows,681347,under,4.5,betmgm,-160,2.990,0.6424,-180,0.0439,ok,lost,0.5,-0.5000,5,2026-06-14T16:06:23.551511Z,
237,2026-06-13T15:07:55.457558Z,2026-06-13,824508,b4cc6ccb74628bd6a3264a9fd198bd6b,Arizona Diamondbacks @ Cincinnati Reds,2026-06-13T20:10:00Z,pitcher_strikeouts,Rhett Lowder,695076,over,3.5,betmgm,-110,5.500,0.5620,-128,0.0730,stale,won,0.5,0.4545,6,2026-06-14T16:06:23.551511Z,
238,2026-06-13T15:07:55.457558Z,2026-06-13,824508,b4cc6ccb74628bd6a3264a9fd198bd6b,Arizona Diamondbacks @ Cincinnati Reds,2026-06-13T20:10:00Z,pitcher_strikeouts,Michael Soroka,647336,under,5.5,betmgm,120,4.550,0.5033,-101,0.1073,ok,lost,0.5,-0.5000,7,2026-06-14T16:06:23.551511Z,
239,2026-06-13T15:07:55.457558Z,2026-06-13,824508,b4cc6ccb74628bd6a3264a9fd198bd6b,Arizona Diamondbacks @ Cincinnati Reds,2026-06-13T20:10:00Z,pitcher_walks,Rhett Lowder,695076,over,2.5,draftkings,117,6.860,0.4912,104,0.0659,stale,lost,0.5,-0.5000,2,2026-06-14T16:06:23.551511Z,
240,2026-06-13T15:07:55.457558Z,2026-06-13,824508,b4cc6ccb74628bd6a3264a9fd198bd6b,Arizona Diamondbacks @ Cincinnati Reds,2026-06-13T20:10:00Z,pitcher_walks,Michael Soroka,647336,under,1.5,draftkings,-104,0.900,0.5368,-116,0.0529,ok,won,0.5,0.4808,0,2026-06-14T16:06:23.551511Z,
241,2026-06-13T15:07:55.457558Z,2026-06-13,824587,13a2225a2fcc3ccd5362b1f8f663c1f1,Los Angeles Dodgers @ Chicago White Sox,2026-06-13T20:10:00Z,pitcher_strikeouts,Yoshinobu Yamamoto,808967,under,6.5,draftkings,-150,5.460,0.6587,-193,0.0978,ok,lost,0.5,-0.5000,7,2026-06-14T16:06:23.551511Z,
242,2026-06-13T15:07:55.457558Z,2026-06-13,824749,283a2198e9279b2d70ddfa898345b601,Texas Rangers @ Boston Red Sox,2026-06-13T20:10:00Z,pitcher_strikeouts,Ranger Suarez,624133,over,5.5,betmgm,-105,5.940,0.5618,-128,0.0968,ok,won,0.5,0.4762,7,2026-06-14T16:06:23.551511Z,
243,2026-06-13T15:07:55.457558Z,2026-06-13,824828,fadfb2b20f21e61c059a0af585bff1a4,San Diego Padres @ Baltimore Orioles,2026-06-13T20:05:00Z,pitcher_walks,Trey Gibson,694346,over,1.5,draftkings,-112,2.550,0.5539,-124,0.0485,stale,won,0.5,0.4464,5,2026-06-14T16:06:23.551511Z,
244,2026-06-14T16:11:35.283395Z,2026-06-14,822722,4dc6f4564ea243d6ca214685828ba83f,Seattle Mariners @ Washington Nationals,2026-06-14T17:35:00Z,pitcher_strikeouts,Emerson Hancock,676106,over,3.5,draftkings,-151,4.210,0.6515,-187,0.0830,ok,lost,0.5,-0.5000,2,2026-06-15T15:05:43.765981Z,
245,2026-06-14T16:11:35.283395Z,2026-06-14,822801,c9d537d84684524daf8ab45bb0a8041b,New York Yankees @ Toronto Blue Jays,2026-06-14T17:37:00Z,pitcher_strikeouts,Patrick Corbin,571578,under,3.5,draftkings,110,3.200,0.5201,-108,0.0922,ok,won,0.5,0.5500,3,2026-06-15T15:05:43.765981Z,
246,2026-06-14T16:11:35.283395Z,2026-06-14,822801,c9d537d84684524daf8ab45bb0a8041b,New York Yankees @ Toronto Blue Jays,2026-06-14T17:37:00Z,pitcher_strikeouts,Will Warren,701542,under,4.5,draftkings,105,3.780,0.5209,-109,0.0678,ok,won,0.5,0.5250,1,2026-06-15T15:05:43.765981Z,
247,2026-06-14T16:11:35.283395Z,2026-06-14,822801,c9d537d84684524daf8ab45bb0a8041b,New York Yankees @ Toronto Blue Jays,2026-06-14T17:37:00Z,pitcher_walks,Will Warren,701542,over,1.5,draftkings,-119,2.010,0.5681,-132,0.0455,ok,won,0.5,0.4202,3,2026-06-15T15:05:43.765981Z,
248,2026-06-14T16:11:35.283395Z,2026-06-14,823212,69adbbbdb66c7af4b714b9edccc840af,Chicago Cubs @ San Francisco Giants,2026-06-14T19:10:00Z,pitcher_strikeouts,Logan Webb,657277,under,5.5,betmgm,-135,5.040,0.6192,-163,0.0779,ok,lost,0.5,-0.5000,7,2026-06-15T15:05:43.765981Z,
249,2026-06-14T16:11:35.283395Z,2026-06-14,823212,69adbbbdb66c7af4b714b9edccc840af,Chicago Cubs @ San Francisco Giants,2026-06-14T19:10:00Z,pitcher_walks,Logan Webb,657277,under,1.5,draftkings,-111,1.250,0.5519,-123,0.0491,ok,won,0.5,0.4505,0,2026-06-15T15:05:43.765981Z,
250,2026-06-14T16:11:35.283395Z,2026-06-14,823615,994ada407046719fc1bd63e03217115a,Atlanta Braves @ New York Mets,2026-06-14T17:40:00Z,pitcher_strikeouts,Freddy Peralta,642547,under,5.5,betmgm,-125,4.290,0.5751,-135,0.0352,ok,won,0.5,0.4000,2,2026-06-15T15:05:43.765981Z,
251,2026-06-14T16:11:35.283395Z,2026-06-14,823615,994ada407046719fc1bd63e03217115a,Atlanta Braves @ New York Mets,2026-06-14T17:40:00Z,pitcher_strikeouts,Bryce Elder,693821,under,4.5,betmgm,-125,2.970,0.6329,-172,0.1392,ok,won,0.5,0.4000,2,2026-06-15T15:05:43.765981Z,
252,2026-06-14T16:11:35.283395Z,2026-06-14,823615,994ada407046719fc1bd63e03217115a,Atlanta Braves @ New York Mets,2026-06-14T17:40:00Z,pitcher_walks,Bryce Elder,693821,under,1.5,draftkings,116,0.970,0.4930,103,0.0648,ok,lost,0.5,-0.5000,2,2026-06-15T15:05:43.765981Z,
253,2026-06-14T16:11:35.283395Z,2026-06-14,823693,c789c21a240b108461c065a6f2dc3436,St. Louis Cardinals @ Minnesota Twins,2026-06-14T18:10:00Z,pitcher_strikeouts,Taj Bradley,671737,under,5.5,draftkings,-159,4.840,0.6446,-181,0.0500,ok,lost,0.5,-0.5000,7,2026-06-15T15:05:43.765981Z,
254,2026-06-14T16:11:35.283395Z,2026-06-14,823693,c789c21a240b108461c065a6f2dc3436,St. Louis Cardinals @ Minnesota Twins,2026-06-14T18:10:00Z,pitcher_strikeouts,Michael McGreevy,700241,under,3.5,draftkings,-122,3.410,0.5713,-133,0.0395,ok,won,0.5,0.4098,2,2026-06-15T15:05:43.765981Z,
255,2026-06-14T16:11:35.283395Z,2026-06-14,823693,c789c21a240b108461c065a6f2dc3436,St. Louis Cardinals @ Minnesota Twins,2026-06-14T18:10:00Z,pitcher_walks,Michael McGreevy,700241,under,1.5,draftkings,-107,1.490,0.5429,-119,0.0502,ok,lost,0.5,-0.5000,2,2026-06-15T15:05:43.765981Z,
256,2026-06-14T16:11:35.283395Z,2026-06-14,823777,5026a58f0ac7fd00f17b808c1c1f7c1f,Philadelphia Phillies @ Milwaukee Brewers,2026-06-14T18:10:00Z,pitcher_strikeouts,Kyle Harrison,690986,over,6.5,betmgm,-135,7.890,0.6210,-164,0.0810,ok,lost,0.5,-0.5000,3,2026-06-15T15:05:43.765981Z,
257,2026-06-14T16:11:35.283395Z,2026-06-14,823777,5026a58f0ac7fd00f17b808c1c1f7c1f,Philadelphia Phillies @ Milwaukee Brewers,2026-06-14T18:10:00Z,pitcher_walks,Kyle Harrison,690986,under,1.5,draftkings,-115,1.460,0.5600,-127,0.0470,ok,won,0.5,0.4348,0,2026-06-15T15:05:43.765981Z,
258,2026-06-14T16:11:35.283395Z,2026-06-14,824099,8e4e850c402fa1c197ef6422f0b81838,Houston Astros @ Kansas City Royals,2026-06-14T18:10:00Z,pitcher_strikeouts,Spencer Arrighetti,681293,under,4.5,betmgm,110,4.350,0.5298,-113,0.1126,ok,lost,0.5,-0.5000,7,2026-06-15T15:05:43.765981Z,
259,2026-06-14T16:11:35.283395Z,2026-06-14,824099,8e4e850c402fa1c197ef6422f0b81838,Houston Astros @ Kansas City Royals,2026-06-14T18:10:00Z,pitcher_walks,Stephen Kolek,663568,under,1.5,draftkings,108,1.290,0.5089,-104,0.0586,ok,won,0.5,0.5400,1,2026-06-15T15:05:43.765981Z,
260,2026-06-14T16:11:35.283395Z,2026-06-14,824424,4b1b3595238822cabf04ba7f223ed431,Detroit Tigers @ Cleveland Guardians,2026-06-14T17:40:00Z,pitcher_strikeouts,Gavin Williams,668909,under,6.5,draftkings,107,5.810,0.5096,-104,0.0549,ok,void,0.5,0.0000,,2026-06-18T15:04:35.668653Z,auto-void: postponed/stale
261,2026-06-14T16:11:35.283395Z,2026-06-14,824424,4b1b3595238822cabf04ba7f223ed431,Detroit Tigers @ Cleveland Guardians,2026-06-14T17:40:00Z,pitcher_strikeouts,Casey Mize,663554,over,3.5,draftkings,-165,5.660,0.6484,-184,0.0413,ok,void,0.5,0.0000,,2026-06-18T15:04:35.668653Z,auto-void: postponed/stale
262,2026-06-14T16:11:35.283395Z,2026-06-14,824424,4b1b3595238822cabf04ba7f223ed431,Detroit Tigers @ Cleveland Guardians,2026-06-14T17:40:00Z,pitcher_walks,Gavin Williams,668909,under,1.5,draftkings,157,1.380,0.4245,136,0.0909,ok,void,0.5,0.0000,,2026-06-18T15:04:35.668653Z,auto-void: postponed/stale
